id,titulo,link,editoria,publicado_em,coletado_em,hora_publicacao,fim_de_semana,pageviews_simulado,tempo_pagina_seg_simulado,compartilhamentos_simulado
10b3dca9403ec4fc,Ministro da Fazenda diz que governo vai propor aumento do limite do MEI e a contratação de mais um funcionário,https://g1.globo.com/economia/noticia/2026/06/17/ministro-da-fazenda-diz-que-governo-vai-aumentar-limite-do-mei-e-permitir-a-contratacao-de-mais-um-funcionario.ghtml,politica,2026-06-17 14:47:36+00:00,2026-06-17T23:01:17.292669+00:00,14,False,10638,63.0,66.0
86ebc4170dfa8698,Lula se reúne com Zelensky e diz ter expectativa de atuação 'mais efetiva' da ONU para o fim da guerra entre Ucrânia e Rússia,https://g1.globo.com/politica/noticia/2026/06/17/lula-se-reune-com-zelensky.ghtml,politica,2026-06-17 14:15:57+00:00,2026-06-17T23:01:17.292669+00:00,14,False,10333,137.0,54.0
6955019d1ab4fcb9,"A aliados, Motta diz que não pautará na Câmara 'pauta-bomba' do agro aprovada no Senado",https://g1.globo.com/politica/blog/gerson-camarotti/post/2026/06/17/a-aliados-motta-diz-que-nao-pautara-pauta-bomba-do-agro-aprovada-no-senado.ghtml,politica,2026-06-17 14:01:44+00:00,2026-06-17T23:01:17.292669+00:00,14,False,8198,138.0,100.0
5d8245f1d6369440,Lula e Trump trocam cumprimentos e falam rapidamente em evento social do G7 na França,https://g1.globo.com/politica/noticia/2026/06/17/lula-e-trump-trocam-cumprimentos-e-falam-rapidamente-em-evento-social-do-g7-na-franca.ghtml,politica,2026-06-17 13:46:06+00:00,2026-06-17T23:01:17.292669+00:00,13,False,15934,129.0,198.0
c1ce255142c44431,"'Prévia do PIB' do Banco Central tem alta de 0,5% em abril",https://g1.globo.com/economia/noticia/2026/06/17/previa-do-pib-do-banco-central-tem-alta-de-05percent-em-abril.ghtml,politica,2026-06-17 12:01:10+00:00,2026-06-17T23:01:17.292669+00:00,12,False,13164,101.0,146.0
5f6f4111c4f48e97,"Conheça o hotel de luxo em Lisboa onde Vorcaro pagou suítes para Ciro Nogueira e Hugo Motta, segundo PF",https://g1.globo.com/politica/noticia/2026/06/17/conheca-o-hotel-de-luxo-em-lisboa-onde-vorcaro-pagou-suites-para-ciro-nogueira-e-hugo-motta.ghtml,politica,2026-06-17 11:20:09+00:00,2026-06-17T23:01:17.292669+00:00,11,False,5422,129.0,73.0
6a28289cdbc5a523,Eduardo Bolsonaro condenado por coação de Justiça - O Assunto #1741,https://g1.globo.com/podcast/o-assunto/noticia/2026/06/17/eduardo-bolsonaro-condenado-por-coacao-de-justica-o-assunto-1741.ghtml,politica,2026-06-17 03:30:08+00:00,2026-06-17T23:01:17.292669+00:00,3,False,9106,95.0,121.0
cc23c1da2fbfee9e,Acordo de paz entre EUA e Irã reforça expectativa de novo corte de juros pelo Banco Central nesta quarta,https://g1.globo.com/economia/noticia/2026/06/17/acordo-de-paz-entre-eua-e-ira-reforca-expectativa-de-novo-corte-de-juros-pelo-banco-central-nesta-quarta.ghtml,politica,2026-06-17 03:01:22+00:00,2026-06-17T23:01:17.292669+00:00,3,False,5123,100.0,90.0
c21911e3fca15888,Caso Master no Supremo: decisão da Segunda turma escancara tensão,https://g1.globo.com/politica/blog/andreia-sadi/post/2026/06/17/caso-master-supremo-tensao.ghtml,politica,2026-06-17 03:00:34+00:00,2026-06-17T23:01:17.292669+00:00,3,False,10635,68.0,71.0
af9190c6be14fdcf,STF retoma nesta quarta julgamento sobre responsabilização de big techs; relator vai propor regras gerais,https://g1.globo.com/politica/noticia/2026/06/17/stf-retoma-nesta-quarta-julgamento-sobre-responsabilizacao-de-big-techs-relator-vai-propor-regras-gerais.ghtml,politica,2026-06-17 03:00:15+00:00,2026-06-17T23:01:17.292669+00:00,3,False,7850,105.0,66.0
7ff0dfd516b4e572,Senado aprova transferência simbólica da sede do governo federal para Salvador no 2 de Julho,https://g1.globo.com/ba/bahia/noticia/2026/06/16/senado-aprova-transferencia-simbolica-da-sede-do-governo-federal-para-salvador-no-2-de-julho.ghtml,politica,2026-06-17 01:10:03+00:00,2026-06-17T23:01:17.292669+00:00,1,False,7445,97.0,126.0
d4964675fa0d28f5,Ex-chefe de cozinha de casa de Daniel Vorcaro diz à PF ter sido ameaçado após deixar emprego: 'Tinham muito medo de a gente tirar foto',https://g1.globo.com/politica/noticia/2026/06/16/ex-chefe-de-cozinha-de-casa-de-daniel-vorcaro-diz-a-pf-ter-sido-ameacado-apos-deixar-emprego.ghtml,politica,2026-06-16 23:57:58+00:00,2026-06-17T23:01:17.292669+00:00,23,False,5957,62.0,106.0
76c87419b9061153,PGR defende que STF rejeite pedido de revisão da condenação de Jair Bolsonaro,https://g1.globo.com/politica/noticia/2026/06/16/pgr-defende-que-stf-rejeite-pedido-de-revisao-da-condenacao-de-jair-bolsonaro.ghtml,politica,2026-06-16 23:46:05+00:00,2026-06-17T23:01:17.292669+00:00,23,False,11668,94.0,232.0
3131cbb75550536b,Haddad volta a criticar privatização da Sabesp: 'Companhia saudável se transformou num problema',https://g1.globo.com/sp/sao-carlos-regiao/eleicoes/2026/noticia/2026/06/16/haddad-volta-a-criticar-privatizacao-da-sabesp-companhia-saudavel-se-transformou-num-problema.ghtml,politica,2026-06-16 23:09:42+00:00,2026-06-17T23:01:17.292669+00:00,23,False,7536,93.0,136.0
a247564881828dbd,Senado Federal aprova projeto que blinda agências reguladoras contra bloqueios no orçamento,https://g1.globo.com/economia/noticia/2026/06/16/senado-federal-aprova-projeto-que-blinda-agencias-reguladoras-contra-bloqueios-no-orcamento.ghtml,politica,2026-06-16 22:38:11+00:00,2026-06-17T23:01:17.292669+00:00,22,False,6715,140.0,123.0
e843f22a5880a76a,STJ mantém prisão de Buzeira e nega novo pedido de habeas corpus em investigação da Operação Narco Bet,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/16/stj-mantem-prisao-de-buzeira-e-nega-novo-pedido-de-habeas-corpus-em-investigacao-da-operacao-narco-bet.ghtml,politica,2026-06-16 22:22:44+00:00,2026-06-17T23:01:17.292669+00:00,22,False,6944,117.0,67.0
4a926da7c0a94157,STF condena Eduardo Bolsonaro por coação na trama golpista: entenda o que acontece agora,https://g1.globo.com/politica/noticia/2026/06/16/stf-condena-eduardo-bolsonaro-o-que-acontece-agora.ghtml,politica,2026-06-16 21:35:32+00:00,2026-06-17T23:01:17.292669+00:00,21,False,13436,95.0,148.0
a9da8a720fa71158,"'Recebeu PIX de milhões do pai', diz Alexandre de Moraes sobre condição de Eduardo Bolsonaro para pagar multa",https://g1.globo.com/politica/noticia/2026/06/16/recebeu-pix-de-milhoes-do-pai-diz-moraes-sobre-pena-de-eduardo-bolsonaro-que-preve-pagamento-de-multa.ghtml,politica,2026-06-16 21:17:27+00:00,2026-06-17T23:01:17.292669+00:00,21,False,12735,101.0,115.0
f6c03e67d1fd741f,STF condena Eduardo Bolsonaro 4 anos e 2 meses de prisão por coação em ação da trama golpista,https://g1.globo.com/politica/ao-vivo/julgamento-stf-eduardo-bolsonaro-coacao-processo-tentativa-de-golpe-em-2022.ghtml,politica,2026-06-16 21:13:30+00:00,2026-06-17T23:01:17.292669+00:00,21,False,12933,96.0,182.0
086a5a6d82466b0b,"'Julgamento sem pé nem cabeça', diz Eduardo Bolsonaro sobre condenação pelo STF",https://g1.globo.com/politica/noticia/2026/06/16/julgamento-sem-pe-nem-cabeca-diz-eduardo-bolsonaro-sobre-condenacao-pelo-stf.ghtml,politica,2026-06-16 21:03:21+00:00,2026-06-17T23:01:17.292669+00:00,21,False,13009,90.0,248.0
508163e784b21613,Alcolumbre nega ter recebido US$ 30 milhões de Daniel Vorcaro: 'Alegações falsas',https://g1.globo.com/politica/noticia/2026/06/16/alcolumbre-nega-ter-recebido-us-30-milhoes-de-daniel-vorcaro-alegacoes-falsas.ghtml,politica,2026-06-16 20:41:59+00:00,2026-06-17T23:01:17.292669+00:00,20,False,20195,68.0,205.0
5dff86b57ac00ce4,Governo retira urgência de projeto sobre 6x1 e destrava votações na Câmara dos Deputados,https://g1.globo.com/politica/noticia/2026/06/16/governo-retira-urgencia-de-projeto-sobre-6x1-e-destrava-votacoes-na-camara-dos-deputados.ghtml,politica,2026-06-16 20:11:31+00:00,2026-06-17T23:01:17.292669+00:00,20,False,9493,91.0,127.0
4d9f4e0b2bd8b68d,"Vorcaro pagou diárias em hotel de luxo de Lisboa para Hugo Motta, diz PF; presidente da Câmara diz que 'está tranquilo'",https://g1.globo.com/politica/noticia/2026/06/16/vorcaro-pagou-diarias-em-hotel-de-luxo-de-lisboa-para-hugo-motta-presidente-da-camara-diz-que-esta-tranquilo.ghtml,politica,2026-06-16 20:08:52+00:00,2026-06-17T23:01:17.292669+00:00,20,False,9049,76.0,85.0
2b23bf2fed0aa98a,"Carro que levava arma de Bolsonaro não foi revistado porque não entrou na casa do político, diz PM do DF a Moraes",https://g1.globo.com/df/distrito-federal/noticia/2026/06/16/pm-diz-a-moraes-que-carro-onde-estava-arma-de-bolsonaro-nao-foi-revistado-porque-nao-entrou-na-casa-do-ex-presidente.ghtml,politica,2026-06-16 20:07:45+00:00,2026-06-17T23:01:17.292669+00:00,20,False,7782,64.0,59.0
8dba65db169c68bd,PF diz que Vorcaro planejou flagrante com drogas contra ex-jogador da NBA que foi casado com sua namorada,https://g1.globo.com/politica/noticia/2026/06/16/pf-diz-que-vorcaro-planejou-flagrante-de-drogas-contra-dj-ex-marido-de-namorada.ghtml,politica,2026-06-16 20:00:58+00:00,2026-06-17T23:01:17.292669+00:00,20,False,13787,108.0,109.0
90950522af82c255,STF condena Eduardo Bolsonaro a 4 anos e 2 meses de prisão por coação em processo sobre trama golpista,https://g1.globo.com/politica/noticia/2026/06/16/moraes-vota-para-condenar-eduardo-bolsonaro-por-coacao-em-processo-sobre-trama-golpista.ghtml,politica,2026-06-16 19:20:10+00:00,2026-06-17T23:01:17.292669+00:00,19,False,15942,105.0,94.0
072866e4ead8b8c9,"Não é função de deputado fazer 'lobby' no exterior contra o Brasil, diz Moraes em julgamento sobre Eduardo Bolsonaro",https://g1.globo.com/politica/noticia/2026/06/16/nao-e-funcao-de-deputado-fazer-lobby-no-exterior-contra-o-brasil-diz-moraes-em-julgamento-sobre-eduardo-bolsonaro.ghtml,politica,2026-06-16 18:51:01+00:00,2026-06-17T23:01:17.292669+00:00,18,False,7658,50.0,147.0
568d269fe765d154,STF mantém prisões de pai e de primo de Vorcaro; Gilmar Mendes sugeriu substituir detenção por outras medidas,https://g1.globo.com/politica/noticia/2026/06/16/segunda-turma-do-stf-prisao-pai-e-primo-daniel-vorcaro.ghtml,politica,2026-06-16 18:39:43+00:00,2026-06-17T23:01:17.292669+00:00,18,False,5480,92.0,61.0
fbb6b9a58f9bf4dd,"Sicário, Joana, Manolo: quem são os nomes citados pela PF em novas revelações no caso Master",https://g1.globo.com/politica/blog/andreia-sadi/post/2026/06/16/quem-sao-nomes-citados-pela-pf-novas-revelacoes-caso-master.ghtml,politica,2026-06-16 18:25:12+00:00,2026-06-17T23:01:17.292669+00:00,18,False,5527,120.0,97.0
9d707a4c3f2ac1a4,Trump e Lula voltam a posar para foto antes de jantar de gala do G7,https://g1.globo.com/mundo/noticia/2026/06/16/foto-trump-e-lula-voltam-a-posar-para-foto-antes-da-jantar-de-gala-do-g7.ghtml,politica,2026-06-16 18:24:18+00:00,2026-06-17T23:01:17.292669+00:00,18,False,9952,121.0,151.0
0dc5dce0c9ec6d3f,Lula discute veto à carne brasileira com líder da União Europeia e presidente da Comissão Europeia,https://g1.globo.com/politica/noticia/2026/06/16/lula-discute-veto-a-carne-brasileira-com-lider-da-uniao-europeia-e-presidente-da-comissao-europeia.ghtml,politica,2026-06-16 18:20:00+00:00,2026-06-17T23:01:17.292669+00:00,18,False,10230,121.0,81.0
6c64c8a4cb9155bd,Relatório da PF tem imagens que mostram proximidade entre Daniel Vorcaro e Ciro Nogueira; veja FOTOS,https://g1.globo.com/politica/noticia/2026/06/16/relatorio-da-pf-tem-imagens-daniel-vorcaro-ciro-nogueira.ghtml,politica,2026-06-16 18:14:44+00:00,2026-06-17T23:01:17.292669+00:00,18,False,9629,96.0,73.0
0152bcd19b227668,"'Estou desesperada já', 'HV será o próximo': veja e entenda frases de irmã de 'Sicário' à família Vorcaro, segundo PF",https://g1.globo.com/politica/blog/andreia-sadi/post/2026/06/16/estou-desesperada-ja-hv-sera-o-proximo-veja-e-entenda-frases-de-irma-de-sicario-a-familia-vorcaro-segundo-pf.ghtml,politica,2026-06-16 17:56:31+00:00,2026-06-17T23:01:17.292669+00:00,17,False,6003,74.0,103.0
d5411d31c44e9142,PGR pede condenação de Eduardo Bolsonaro por coação em processo sobre trama golpista,https://g1.globo.com/politica/noticia/2026/06/16/pgr-pede-condenacao-de-eduardo-bolsonaro-por-coacao-em-processo-sobre-trama-golpista.ghtml,politica,2026-06-16 17:41:09+00:00,2026-06-17T23:01:17.292669+00:00,17,False,8696,68.0,78.0
2ed7cdc188420811,Comissão do Senado aprova projeto que blinda agências reguladoras contra bloqueios no orçamento,https://g1.globo.com/economia/noticia/2026/06/16/comissao-do-senado-aprova-projeto-que-blinda-agencias-reguladoras-contra-bloqueios-no-orcamento.ghtml,politica,2026-06-16 16:35:08+00:00,2026-06-17T23:01:17.292669+00:00,16,False,8350,104.0,156.0
9668ec349395195d,Investigadores encontram prova de acesso ilegal a sistema da PF na casa de Henrique Vorcaro,https://g1.globo.com/politica/blog/andreia-sadi/noticia/2026/06/16/investigadores-encontram-prova-de-acesso-ilegal-a-sistema-da-pf-na-casa-de-henrique-vorcaro.ghtml,politica,2026-06-16 16:27:51+00:00,2026-06-17T23:01:17.292669+00:00,16,False,8656,104.0,61.0
184f0890a68f7b26,"Motta vai 'barrar' pautas-bomba e governo deve retirar a urgência de PL da 6x1, diz ministro",https://g1.globo.com/politica/noticia/2026/06/16/motta-vai-barrar-pautas-bomba-e-governo-deve-retirar-a-urgencia-de-pl-da-6x1-diz-ministro.ghtml,politica,2026-06-16 15:54:56+00:00,2026-06-17T23:01:17.292669+00:00,15,False,10614,127.0,161.0
76a7dd8a6dd09a19,"Vorcaro dava 'tratamento privilegiado' e pagou R$ 468 mil em viagens de Ciro Nogueira a NY, Paris e Courchevel, diz PF",https://g1.globo.com/politica/noticia/2026/06/16/relatorio-da-pf-sobre-relacao-de-ciro-nogueira-e-daniel-vorcaro.ghtml,politica,2026-06-16 15:51:35+00:00,2026-06-17T23:01:17.292669+00:00,15,False,8671,122.0,149.0
fe7e48a5a3286cb2,"Caso Master: irmã de Sicário ameaçou revelar arquivos capazes de 'acabar com a família' de Vorcaro, mostra PF",https://g1.globo.com/politica/blog/andreia-sadi/post/2026/06/16/master-irma-sicario-ameacou-revelar-documentos-mostra-pf.ghtml,politica,2026-06-16 15:32:47+00:00,2026-06-17T23:01:17.292669+00:00,15,False,10037,92.0,86.0
d8d6ca1d6cd767d5,"No G7, Lula diz que esforço contra crime organizado deve respeitar soberania dos países",https://g1.globo.com/politica/noticia/2026/06/16/no-g7-lula-diz-que-esforco-contra-crime-organizado-deve-respeitar-soberania-dos-paises.ghtml,politica,2026-06-16 14:53:41+00:00,2026-06-17T23:01:17.292669+00:00,14,False,8203,64.0,75.0
bc85d0b80d18585a,PF envia ao STF novos dados sobre pai e primo de Vorcaro,https://g1.globo.com/politica/blog/camila-bomfim/post/2026/06/16/pf-envia-ao-stf-novos-dados-sobre-pai-e-primo-de-vorcaro.ghtml,politica,2026-06-16 14:49:11+00:00,2026-06-17T23:01:17.292669+00:00,14,False,8867,87.0,173.0
a9700b28c21b07cd,"Desenrola 2.0: trabalhadores já solicitaram R$ 3,88 bilhões do FGTS para abatimento de dívidas",https://g1.globo.com/economia/noticia/2026/06/16/desenrola-20-trabalhadores-ja-pediram-uso-de-r-388-bilhoes-do-fgts-para-abatimento-de-dividas.ghtml,politica,2026-06-16 14:36:47+00:00,2026-06-17T23:01:17.292669+00:00,14,False,9894,100.0,89.0
26b6008a50e4a2d2,Moraes dá 24 horas para Bolsonaro explicar por que mantinha arma de fogo em casa durante prisão domiciliar,https://g1.globo.com/politica/noticia/2026/06/16/moraes-determina-que-defesa-de-bolsonaro-preste-esclarecimento-sobre-arma-apreendida.ghtml,politica,2026-06-16 14:21:41+00:00,2026-06-17T23:01:17.292669+00:00,14,False,3629,90.0,42.0
436fe72153bc56dc,"Com acordo entre EUA e Irã, governo vai suspender subsídios aos combustíveis, diz ministro",https://g1.globo.com/politica/noticia/2026/06/16/com-acordo-entre-eua-e-ira-governo-vai-suspender-subsidios-aos-combustiveis-diz-ministro.ghtml,politica,2026-06-16 14:20:16+00:00,2026-06-17T23:01:17.292669+00:00,14,False,7041,81.0,81.0
c66ec47f52497d85,"Lula e Trump posam juntos na foto oficial do G7, mas não se cumprimentam após registro",https://g1.globo.com/politica/noticia/2026/06/16/lula-e-trump-posam-juntos-na-foto-oficial-do-g7-em-meio-a-tensao-por-tarifas.ghtml,politica,2026-06-16 13:38:15+00:00,2026-06-17T23:01:17.292669+00:00,13,False,9224,101.0,81.0
543e160c50cff159,FOTOS E VÍDEO: Trump e Lula posam para a 'foto de família' do G7,https://g1.globo.com/mundo/noticia/2026/06/16/trump-e-lula-aparecem-em-foto-do-g7-veja-fotos.ghtml,politica,2026-06-16 13:36:31+00:00,2026-06-17T23:01:17.292669+00:00,13,False,8517,82.0,142.0
d1aa22d00c095e71,Câmara deve votar nesta terça projeto de lei sobre fim da 6x1; entenda diferença para a PEC já aprovada pelos deputados,https://g1.globo.com/politica/noticia/2026/06/16/camara-deve-votar-nesta-terca-projeto-de-lei-sobre-fim-da-6x1-entenda-diferenca-para-a-pec-ja-aprovada-pelos-deputados.ghtml,politica,2026-06-16 13:27:02+00:00,2026-06-17T23:01:17.292669+00:00,13,False,10044,79.0,167.0
52a4ab8a4bde5507,Gilmar Mendes devolve processo e Segunda Turma do STF julga nesta terça prisões de pai e primo de Vorcaro,https://g1.globo.com/politica/noticia/2026/06/16/gilmar-mendes-devolve-processo-e-segunda-turma-do-stf-julga-nesta-terca-prisoes-de-pai-e-primo-de-vorcaro.ghtml,politica,2026-06-16 12:43:45+00:00,2026-06-17T23:01:17.292669+00:00,12,False,17479,103.0,187.0
1c4e23f80596c276,AGU pede à Justiça dos EUA que encerre ação movida pela Rumble e Trump Media contra Moraes,https://g1.globo.com/politica/noticia/2026/06/16/agu-pede-a-justica-dos-eua-que-encerre-acao-contra-moraes.ghtml,politica,2026-06-16 11:41:16+00:00,2026-06-17T23:01:17.292669+00:00,11,False,5403,85.0,95.0
699b0d1d5ad026cd,Os desafios de Lula no G7 para não ficar escanteado em meio ao foco em crises globais e embate entre Trump e Europa,https://g1.globo.com/politica/noticia/2026/06/16/os-desafios-de-lula-no-g7-para-nao-ficar-escanteado-em-meio-ao-foco-em-crises-globais-e-embate-entre-trump-e-europa.ghtml,politica,2026-06-16 08:29:18+00:00,2026-06-17T23:01:17.292669+00:00,8,False,10905,101.0,89.0
debc9ffc2bd1f849,Único brasileiro inscrito em audiência sobre tarifaço defende PIX e cobra debate técnico: 'Temos que sair da retórica',https://g1.globo.com/economia/noticia/2026/06/16/unico-brasileiro-inscrito-em-audiencia-sobre-tarifaco-cobra-debate-tecnico.ghtml,politica,2026-06-16 08:00:11+00:00,2026-06-17T23:01:17.292669+00:00,8,False,2951,102.0,15.0
43c1d393c65d29fa,"'Taxa das blusinhas': governo volta a tributar compras internacionais de baixo valor em 2027, mas com imposto e alíquota diferentes",https://g1.globo.com/economia/noticia/2026/06/16/taxa-das-blusinhas-governo-volta-a-tributar-compras-internacionais-de-baixo-valor-em-2027-mas-com-imposto-e-aliquota-diferentes.ghtml,politica,2026-06-16 06:00:09+00:00,2026-06-17T23:01:17.292669+00:00,6,False,6995,67.0,95.0
874af0f84db3e407,Os desafios de Flávio Bolsonaro para transformar aliados em cabos eleitorais no Nordeste,https://g1.globo.com/politica/eleicoes/2026/noticia/2026/06/16/flavio-bolsonaro-enfrenta-resistencia-para-transformar-aliados-em-cabos-eleitorais-no-nordeste.ghtml,politica,2026-06-16 05:00:31+00:00,2026-06-17T23:01:17.292669+00:00,5,False,8488,83.0,169.0
bc11074fd08bff48,STF julga nesta terça acusação contra Eduardo Bolsonaro por coação em processo sobre tentativa de golpe em 2022,https://g1.globo.com/politica/noticia/2026/06/16/stf-julga-nesta-terca-acusacao-contra-eduardo-bolsonaro-por-coacao-em-processo-sobre-tentativa-de-golpe-em-2022.ghtml,politica,2026-06-16 03:01:15+00:00,2026-06-17T23:01:17.292669+00:00,3,False,9759,131.0,54.0
e4eb0b3605c69e32,"Flávio Bolsonaro 'perdeu a condição de poder ganhar a eleição de Lula', diz Ronaldo Caiado sobre disputa pela Presidência",https://g1.globo.com/politica/eleicoes/2026/noticia/2026/06/15/caiado-flavio-bolsonaro-pesquisa-intencao-de-voto.ghtml,politica,2026-06-16 01:01:40+00:00,2026-06-17T23:01:17.292669+00:00,1,False,10134,66.0,82.0
2b485b040bacfe63,PGR opina contra pedido de prisão domiciliar de Vorcaro,https://g1.globo.com/politica/noticia/2026/06/15/pgr-opina-contra-pedido-de-prisao-domiciliar-de-vorcaro.ghtml,politica,2026-06-15 22:24:40+00:00,2026-06-17T23:01:17.292669+00:00,22,False,10380,42.0,133.0
c43421b4f6a904e2,Zema é desconvidado de evento do Novo em Santa Catarina após criticar Flávio Bolsonaro,https://g1.globo.com/politica/eleicoes/2026/noticia/2026/06/15/zema-e-desconvidado-de-evento-do-novo-em-santa-catarina-apos-criticar-flavio-bolsonaro.ghtml,politica,2026-06-15 22:02:36+00:00,2026-06-17T23:01:17.292669+00:00,22,False,6954,48.0,119.0
67282fd7e2c5f3cb,PGR nega nova proposta de delação de Vorcaro e comunica decisão ao STF,https://g1.globo.com/politica/noticia/2026/06/15/pgr-nega-nova-proposta-de-delacao-de-vorcaro-e-comunica-decisao-ao-stf.ghtml,politica,2026-06-15 21:44:27+00:00,2026-06-17T23:01:17.292669+00:00,21,False,9258,96.0,59.0
c314ee07558bce38,"No Rio, Zema minimiza fala de Eduardo Bolsonaro sobre rompimento com o Novo e reafirma críticas a Flávio",https://g1.globo.com/rj/rio-de-janeiro/eleicoes/2026/noticia/2026/06/15/no-rio-zema-minimiza-fala-de-eduardo-bolsonaro-sobre-rompimento-com-o-novo-e-reafirma-criticas-a-flavio.ghtml,politica,2026-06-15 21:19:42+00:00,2026-06-17T23:01:17.292669+00:00,21,False,14803,96.0,162.0
0dd5b25530ba86ef,Kassio Nunes Marques vai propor a partidos pacto por integridade nas eleições,https://g1.globo.com/politica/eleicoes/2026/noticia/2026/06/15/kassio-nunes-marques-vai-propor-a-partidos-pacto-por-integridade-nas-eleicoes.ghtml,politica,2026-06-15 20:18:49+00:00,2026-06-17T23:01:17.292669+00:00,20,False,10397,92.0,168.0
826d25621a0aefcf,Datafolha divulga pesquisa presidencial a partir de sexta (19) com Aécio e Joaquim Barbosa,https://g1.globo.com/politica/eleicoes/2026/pesquisa-eleitoral/noticia/2026/06/15/datafolha-pesquisa-junho.ghtml,politica,2026-06-15 20:14:24+00:00,2026-06-17T23:01:17.292669+00:00,20,False,5842,125.0,62.0
85bb3d4e937ed548,Produtora declara gasto de R$ 75 milhões no filme sobre Bolsonaro; veja diferentes valores que envolvem o longa,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/15/produtora-declara-gasto-de-r-75-milhoes-no-filme-sobre-bolsonaro-veja-diferentes-valores-que-envolvem-o-longa.ghtml,politica,2026-06-15 20:08:20+00:00,2026-06-17T23:01:17.292669+00:00,20,False,6440,28.0,50.0
